route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
40Aa38,1,40,Bellecour Le Viste --> Neuville,REG,3,E30613
40Ar38,1,40,Neuville --> Bellecour Le Viste,REG,3,E30613
43Aa16,1,43,Gare de Vaise --> Genay Proulieu,REG,3,E30613
43Ar16,1,43,Genay Proulieu --> Gare de Vaise,REG,3,E30613
43Aa18,1,43,Gare de Vaise --> Genay Proulieu,REG,3,E30613
43Ar18,1,43,Genay Proulieu --> Gare de Vaise,REG,3,E30613
45Ba6,1,45,Croix-Rousse --> Valdo,REG,3,E30613
45Br6,1,45,Valdo --> Croix-Rousse,REG,3,E30613
46Aa16,1,46,Perrache --> Boyer,REG,3,E30613
46Ar16,1,46,Boyer --> Perrache,REG,3,E30613
47Aa10,1,47,Meyzieu Z.i. --> Maréchal Juin,REG,3,E30613
47Ar10,1,47,Maréchal Juin --> Meyzieu Z.i.,REG,3,E30613
48Ba5,1,48,Bornicat --> Aéroport St Exupéry -Bus,REG,3,E30613
48Br5,1,48,Aéroport St Exupéry -Bus --> Bornicat,REG,3,E30613
49Aa13,1,49,Perrache --> Ste Foy Châtelain,REG,3,E30613
49Ar13,1,49,Ste Foy Châtelain --> Perrache,REG,3,E30613
50Aa13,1,50,St Priest Hôtel de Ville --> La Fouillouse,REG,3,E30613
50Ar13,1,50,La Fouillouse --> St Priest Hôtel de Ville,REG,3,E30613
52Aa29,1,52,Vaulx - La Grappinière --> Sept Chemins,REG,3,E30613
52Ar29,1,52,Sept Chemins --> Vaulx - La Grappinière,REG,3,E30613
52Aa30,1,52,Vaulx - La Grappinière --> Parilly Univ. Hippodrome,REG,3,E30613
52Ar30,1,52,Parilly Univ. Hippodrome --> Vaulx - La Grappinière,REG,3,E30613
54Aa11,1,54,Gare de Vénissieux --> Corbas Les Taillis,REG,3,E30613
54Ar11,1,54,Corbas Les Taillis --> Gare de Vénissieux,REG,3,E30613
55Ba5,1,55,Perrache --> Campus Lyon Ouest,REG,3,E30613
55Br5,1,55,Campus Lyon Ouest --> Perrache,REG,3,E30613
55Ba6,1,55,Perrache --> Campus Lyon Ouest,REG,3,E30613
55Br6,1,55,Campus Lyon Ouest --> Perrache,REG,3,E30613
57Aa23,1,57,Laurent Bonnevay --> O'Hara,REG,3,E30613
57Ar23,1,57,O'Hara --> Laurent Bonnevay,REG,3,E30613
57Aa19,1,57,Laurent Bonnevay --> Vaulx - Marcel Cachin,REG,3,E30613
57Ar19,1,57,Vaulx - Marcel Cachin --> Laurent Bonnevay,REG,3,E30613
57Aa18,1,57,Laurent Bonnevay --> Vaulx - Marcel Cachin,REG,3,E30613
57Ar18,1,57,Vaulx - Marcel Cachin --> Laurent Bonnevay,REG,3,E30613
57Aa21,1,57,Laurent Bonnevay --> Vaulx - Marcel Cachin,REG,3,E30613
57Ar21,1,57,Vaulx - Marcel Cachin --> Laurent Bonnevay,REG,3,E30613
60Aa20,1,60,Perrache --> Feyzin Les Razes,REG,3,E30613
60Ar20,1,60,Feyzin Les Razes --> Perrache,REG,3,E30613
60Aa21,1,60,Perrache --> Feyzin Les Razes,REG,3,E30613
60Ar21,1,60,Feyzin Les Razes --> Perrache,REG,3,E30613
61Ba6,1,61,Gare de Vaise --> Lissieu - Montluzin,REG,3,E30613
61Br6,1,61,Lissieu - Montluzin --> Gare de Vaise,REG,3,E30613
62Aa27,1,62,Gare de Vénissieux --> Mions Jules Vallès,REG,3,E30613
62Ar27,1,62,Mions Jules Vallès --> Gare de Vénissieux,REG,3,E30613
62Aa28,1,62,Gare de Vénissieux --> Mions Jules Vallès,REG,3,E30613
62Ar28,1,62,Mions Jules Vallès --> Gare de Vénissieux,REG,3,E30613
63Aa34,1,63,Perrache --> Oullins Le Golf,REG,3,E30613
63Ar34,1,63,Oullins Le Golf --> Perrache,REG,3,E30613
63Aa35,1,63,Perrache --> Oullins Le Golf,REG,3,E30613
63Ar35,1,63,Oullins Le Golf --> Perrache,REG,3,E30613
64Aa4,1,64,Jean Macé --> Belle Etoile,REG,3,E30613
64Ar4,1,64,Belle Etoile --> Jean Macé,REG,3,E30613
65Ba3,1,65,Gorge de Loup --> Charcot - La Source,REG,3,E30613
65Br3,1,65,Charcot - La Source --> Gorge de Loup,REG,3,E30613
66Ba6,1,66,St Just --> Champagne Ecoles,REG,3,E30613
66Br6,1,66,Champagne Ecoles --> St Just,REG,3,E30613
66Ba7,1,66,St Just --> Champagne Ecoles,REG,3,E30613
66Br7,1,66,Champagne Ecoles --> St Just,REG,3,E30613
67Aa13,1,67,Laurent Bonnevay --> Meyzieu Av de Crottay,REG,3,E30613
67Ar13,1,67,Meyzieu Av de Crottay --> Laurent Bonnevay,REG,3,E30613
67Aa14,1,67,Laurent Bonnevay --> Meyzieu Av de Crottay,REG,3,E30613
67Ar14,1,67,Meyzieu Av de Crottay --> Laurent Bonnevay,REG,3,E30613
68Ba8,1,68,Vaulx-en-Velin La Soie --> Les Grandes Terres,REG,3,E30613
68Br8,1,68,Les Grandes Terres --> Vaulx-en-Velin La Soie,REG,3,E30613
68Ba9,1,68,Vaulx-en-Velin La Soie --> Les Grandes Terres,REG,3,E30613
68Br9,1,68,Les Grandes Terres --> Vaulx-en-Velin La Soie,REG,3,E30613
69Aa20,1,69,Manufacture Montluc --> Collège du Tonkin,REG,3,E30613
69Ar20,1,69,Collège du Tonkin --> Manufacture Montluc,REG,3,E30613
70Aa40,1,70,Part-Dieu Jules Favre --> Neuville,REG,3,E30613
70Ar40,1,70,Neuville --> Part-Dieu Jules Favre,REG,3,E30613
71Aa14,1,71,Gare de Vaise --> Ecoles de Collonges,REG,3,E30613
71Ar14,1,71,Ecoles de Collonges --> Gare de Vaise,REG,3,E30613
72Ca4,1,72,Gorge de Loup --> Ste Consorce,REG,3,E30613
72Cr4,1,72,Ste Consorce --> Gorge de Loup,REG,3,E30613
72Ca5,1,72,Gorge de Loup --> Ste Consorce,REG,3,E30613
72Cr5,1,72,Ste Consorce --> Gorge de Loup,REG,3,E30613
73Da5,1,73,Gorge de Loup --> Brindas Centre,REG,3,E30613
73Dr5,1,73,Brindas Centre --> Gorge de Loup,REG,3,E30613
73Ea4,1,73E,Gorge de Loup --> Brindas Centre,REG,3,6F4013
73Er4,1,73E,Brindas Centre --> Gorge de Loup,REG,3,6F4013
76Aa16,1,76,Corbas Les Balmes --> Décines Grand Large,REG,3,E30613
76Ar16,1,76,Décines Grand Large --> Corbas Les Balmes,REG,3,E30613
77Aa34,1,77,Montessuy Gutenberg --> Pont de Fontaines,REG,3,E30613
77Ar34,1,77,Pont de Fontaines --> Montessuy Gutenberg,REG,3,E30613
78Ba27,1,78,Gare d'Oullins --> Gare de Givors Ville,REG,3,E30613
78Br27,1,78,Gare de Givors Ville --> Gare d'Oullins,REG,3,E30613
79Aa21,1,79,La Borelle --> Décines Grand Large,REG,3,E30613
79Ar21,1,79,Décines Grand Large --> La Borelle,REG,3,E30613
80Aa27,1,80,Grigny La Colombe --> Givors Vallée du Gier,REG,3,E30613
80Ar27,1,80,Givors Vallée du Gier --> Grigny La Colombe,REG,3,E30613
81Aa29,1,81,Plateau de Montrond --> Collège Paul Vallon,REG,3,E30613
