from_stop_id,to_stop_id,transfer_type,min_transfer_time
2604,2603,2,120
1383,1382,2,120
1327,47548,2,60
2603,2604,2,120
47548,1327,2,60
2573,47551,2,60
47558,47552,2,60
47550,46711,2,60
2189,35955,2,60
2189,35956,2,60
32503,45802,2,180
808,807,2,120
808,806,2,120
2496,10889,2,120
2496,2494,2,120
2495,10889,2,120
808,805,2,120
904,903,2,120
2189,2187,2,180
2495,2494,2,120
36894,36895,2,60
3034,3035,2,120
12273,30137,2,120
36895,36894,2,60
10606,11389,2,120
41736,30137,2,60
778,779,2,120
11389,10606,2,120
12180,12181,2,120
41736,1010,2,60
10607,3034,2,120
41736,12045,2,60
12273,12045,2,120
779,778,2,120
12273,1010,2,120
30017,30016,2,120
12181,12180,2,120
30016,30017,2,120
10607,3035,2,120
41295,2721,2,60
2720,2721,2,120
12273,12265,2,120
2720,2719,2,120
41295,2719,2,60
41736,12265,2,60
46095,46096,2,60
46092,43031,2,60
46098,46097,2,60
46093,43031,2,60
46097,46098,2,60
46092,46093,2,60
46096,46095,2,60
41736,30070,2,60
46438,46439,2,60
12273,30070,2,120
47585,47586,2,60
46439,46438,2,60
41736,30093,2,60
12273,30093,2,120
47586,816,2,60
47586,815,2,60
46435,12264,2,60
47585,815,2,60
46436,12264,2,60
46436,361,2,60
47585,816,2,60
46435,361,2,60
12273,41735,2,60
41736,41735,2,60
30018,30019,2,120
12273,30136,2,120
41736,30136,2,60
30019,30018,2,120
41736,41734,2,60
12273,41734,2,60
3034,30207,2,300
12273,30209,2,240
3034,30208,2,300
10607,30207,2,300
12273,30210,2,240
41736,30209,2,180
10607,30208,2,300
41736,12272,2,60
12273,12272,2,120
41736,12273,2,60
41295,45790,2,180
2720,45789,2,180
2720,45790,2,180
41295,45789,2,180
41736,12275,2,60
12273,12275,2,120
46092,46091,2,60
46093,46091,2,60
41736,12120,2,60
12273,12120,2,120
12273,34005,2,60
41736,34005,2,60
41736,12266,2,60
12273,12266,2,120
46435,46436,2,60
46436,46435,2,60
36895,45797,2,60
36895,45798,2,60
36894,45797,2,60
36894,45798,2,60
46093,46092,2,60
1489,32144,2,240
11534,32121,2,240
1489,32145,2,240
32404,32142,2,180
1252,32142,2,180
1252,32143,2,180
39054,32120,2,180
39054,32121,2,180
1253,32143,2,180
32404,32143,2,180
11534,32120,2,360
1253,32142,2,180
39054,45884,2,180
39054,35659,2,180
39054,45848,2,180
11534,45848,2,180
11534,35659,2,360
11534,45884,2,180
11534,45883,2,180
39037,46155,2,180
900,45864,2,120
37408,45862,2,180
38834,45862,2,180
39037,46156,2,180
899,45864,2,120
2350,46156,2,180
2542,46154,2,120
39054,45883,2,180
2350,46155,2,180
2542,35094,2,120
2543,35094,2,120
2543,46154,2,120
38834,45861,2,180
37408,45861,2,180
899,45863,2,120
900,45863,2,120
39054,35834,2,60
39054,35954,2,180
39054,45801,2,180
39054,2206,2,180
11534,45801,2,180
11534,35954,2,180
11534,35834,2,60
11534,32503,2,120
39054,32503,2,60
39054,45802,2,180
11534,45802,2,180
39054,46191,2,180
11534,47118,2,180
39054,47118,2,180
11534,46191,2,180
32404,1248,2,120
1252,1248,2,120
1253,1248,2,120
2212,2213,2,120
11534,46088,2,60
2213,2212,2,120
11534,39054,2,60
39054,46088,2,60
2156,2157,2,120
123,122,2,120
2542,2541,2,120
2487,2488,2,120
47780,46664,2,60
47087,2465,2,60
2156,12105,2,120
2543,2541,2,120
46664,47634,2,60
47087,45469,2,60
2465,45469,2,60
130,131,2,120
2543,2542,2,120
47087,47101,2,60
131,130,2,120
47635,47634,2,60
47780,47634,2,60
47635,46664,2,60
2465,47101,2,60
2488,2487,2,120
2465,47087,2,60
122,123,2,120
899,902,2,120
900,901,2,120
900,902,2,120
899,901,2,120
1489,47607,2,60
1253,12314,2,120
1253,1252,2,120
32404,1252,2,120
32404,12314,2,120
1252,12314,2,120
39054,34350,2,60
11534,34350,2,60
32404,32482,2,120
1252,32482,2,120
1253,32482,2,120
37445,37444,2,60
11444,37444,2,60
11444,1015,2,120
37445,1015,2,60
37408,1892,2,60
38834,1892,2,60
38834,37408,2,60
11534,11213,2,120
39054,11213,2,60
2488,2490,2,120
2488,2491,2,120
2487,2491,2,120
131,134,2,120
130,134,2,120
2487,2490,2,120
47780,46121,2,180
46664,46121,2,360
47635,46120,2,180
47780,46120,2,180
47635,46121,2,180
46664,46120,2,360
47635,46122,2,180
46664,46122,2,360
47780,46122,2,180
46664,46123,2,360
47635,46123,2,180
47780,46123,2,180
1416,1417,2,120
47635,46126,2,180
2319,2318,2,120
1417,1416,2,120
46664,46125,2,360
2322,2323,2,120
46664,46126,2,360
47635,46125,2,180
47780,46126,2,180
47780,46125,2,180
2323,2322,2,120
2318,2319,2,120
40234,46082,2,60
427,428,2,120
47179,42017,2,60
2298,2297,2,120
1416,1419,2,120
47180,42019,2,60
1417,1419,2,120
474,473,2,120
410,411,2,120
46266,46267,2,60
46267,46266,2,60
2297,2298,2,120
40234,1182,2,60
1416,1418,2,120
42019,47180,2,60
473,474,2,120
1417,1418,2,120
42017,47179,2,60
411,410,2,120
428,427,2,120
46664,46132,2,360
47780,46132,2,180
47635,46132,2,180
39054,11534,2,60
37408,1889,2,60
38834,1889,2,60
11534,11738,2,360
39054,11738,2,180
37445,30445,2,180
11444,30445,2,180
11444,30446,2,180
39037,10476,2,180
2350,39037,2,60
99,98,2,120
98,99,2,120
10474,10475,2,120
2350,10476,2,180
2437,2438,2,120
10475,10474,2,120
39037,2350,2,60
2350,10477,2,180
39037,10477,2,180
1489,1490,2,120
39054,36375,2,60
11534,36375,2,60
39037,10346,2,180
39037,10347,2,180
2350,10346,2,180
2350,10347,2,180
2542,2545,2,120
2543,2545,2,120
46942,11878,2,60
45806,11879,2,60
41975,11751,2,60
45806,11878,2,60
1252,32404,2,120
41975,11750,2,60
46942,11879,2,60
1253,32404,2,120
38834,11505,2,60
37408,11505,2,60
37408,45822,2,60
38834,45822,2,60
47780,46130,2,180
46664,46130,2,360
47635,46130,2,180
40234,40694,2,60
40234,37014,2,60
47635,46124,2,180
46664,46124,2,360
47780,46124,2,180
1253,46028,2,180
1252,46029,2,180
46664,46035,2,360
1252,46028,2,180
47635,46036,2,180
32404,46029,2,180
1253,46029,2,180
39054,46025,2,180
32404,46028,2,180
11534,46024,2,180
47780,46036,2,180
11534,46025,2,180
46664,46036,2,360
47635,46035,2,180
47780,46035,2,180
39054,46024,2,180
41975,46030,2,180
1252,1253,2,120
2542,2543,2,120
32404,1253,2,120
11444,37445,2,60
899,900,2,120
37408,38834,2,60
900,899,2,120
2087,32159,2,60
1091,32156,2,180
2088,32159,2,60
47792,32157,2,180
2088,32158,2,60
2087,32158,2,60
1087,32156,2,180
47792,32156,2,180
1087,32157,2,180
1091,32157,2,180
42540,35669,2,360
46962,35668,2,180
46962,35669,2,180
47418,35669,2,180
46961,35668,2,180
46961,35669,2,180
42540,35668,2,360
47418,35668,2,180
1091,45271,2,180
1087,45271,2,180
1087,45270,2,180
1091,45270,2,180
47792,45270,2,180
47792,45271,2,180
3054,33468,2,60
3054,33469,2,60
1515,1508,2,120
1506,1508,2,120
1506,1513,2,120
3055,33469,2,60
3055,33468,2,60
1515,1513,2,120
35977,35976,2,60
35975,35974,2,60
35976,35977,2,60
35974,35975,2,60
36874,36875,2,60
36875,36874,2,60
1506,1511,2,120
1515,1511,2,120
47792,1091,2,60
47792,1087,2,60
46961,46960,2,60
1506,1505,2,120
1515,1505,2,120
46962,46961,2,60
47411,2106,2,60
2109,2110,2,120
2110,2109,2,120
2106,47411,2,60
46962,46960,2,60
47792,1086,2,60
47792,11014,2,60
1091,11014,2,120
1091,1086,2,120
1515,30180,2,120
2725,2724,2,120
1506,1514,2,120
1506,30180,2,120
11268,1294,2,120
1515,1514,2,120
1293,1294,2,120
42538,2725,2,60
42538,2724,2,60
2087,2088,2,120
42546,1097,2,60
2088,2087,2,120
1091,1095,2,120
47792,1095,2,60
1097,42546,2,60
43514,3060,2,60
43514,45891,2,60
43514,3059,2,60
1506,1509,2,120
1506,1507,2,120
30545,3059,2,120
30545,43514,2,60
30545,45891,2,60
3080,45842,2,60
1515,1507,2,120
30545,3060,2,120
1515,1509,2,120
45817,45842,2,60
1087,46422,2,60
47792,46422,2,60
1091,46422,2,60
46962,37216,2,60
46962,37170,2,60
46961,37170,2,60
46961,37216,2,60
1087,32962,2,120
47792,32962,2,60
1091,32962,2,120
42545,47224,2,60
42545,31764,2,60
47229,47225,2,60
46961,37215,2,60
46962,37215,2,60
47792,30190,2,180
1087,30190,2,240
1091,30189,2,240
47792,30189,2,180
1087,30189,2,240
1091,30190,2,240
47792,1089,2,60
1091,1089,2,120
43514,30545,2,60
47369,47640,2,60
45817,3080,2,60
11843,47640,2,60
11844,11845,2,120
3080,45817,2,60
46962,39996,2,60
1737,1736,2,120
47418,39938,2,60
3055,3054,2,120
3078,3077,2,120
3085,3084,2,120
42540,39938,2,60
2493,2492,2,120
3054,3055,2,120
1736,1737,2,120
42540,39937,2,60
46961,39996,2,60
3077,3078,2,120
3084,3085,2,120
2492,2493,2,120
47418,39937,2,60
3054,10298,2,120
42549,42548,2,60
3055,10298,2,120
1506,1510,2,120
1515,1510,2,120
42548,42549,2,60
1515,1512,2,120
1506,1512,2,120
46962,37214,2,60
46961,37214,2,60
46961,36414,2,60
47418,42540,2,60
1515,1504,2,120
932,45886,2,60
46962,36414,2,60
932,45885,2,60
42540,47418,2,60
1506,1504,2,120
1506,46060,2,180
1506,46061,2,180
1515,46061,2,180
1515,46060,2,180
46961,36394,2,180
46962,36394,2,180
46961,37169,2,60
3085,37166,2,60
46962,37274,2,60
46962,37169,2,60
46961,37274,2,60
3084,37166,2,60
46961,37217,2,60
46962,37217,2,60
46962,47685,2,240
46961,47685,2,240
3297,32113,2,120
46088,32121,2,180
33545,32111,2,180
33545,32110,2,180
46175,32118,2,180
46175,32119,2,180
46088,32120,2,180
32002,32116,2,120
3297,32112,2,120
1122,32115,2,120
32002,32117,2,120
1122,32114,2,120
10324,45884,2,180
10125,35663,2,120
46088,35659,2,180
46088,45884,2,180
10323,45848,2,240
10324,35659,2,180
10324,45848,2,180
10323,45884,2,240
10125,35662,2,120
10126,35662,2,120
10323,35659,2,240
10126,35663,2,120
46088,45848,2,180
46088,45883,2,180
10324,45883,2,180
10323,45883,2,240
46088,35834,2,60
46088,2206,2,180
46088,45801,2,180
46088,35954,2,180
46088,45802,2,180
46088,32503,2,60
46088,47118,2,180
46088,46191,2,180
1122,1121,2,120
1122,1120,2,120
46088,11534,2,60
46088,39054,2,60
33685,44598,2,60
12289,11807,2,180
12289,44598,2,180
33685,11807,2,180
11215,1882,2,120
10331,1882,2,120
10331,46957,2,60
11215,46957,2,60
33545,10697,2,60
33685,12289,2,180
33685,11518,2,120
33545,10696,2,60
12289,11518,2,180
46088,34350,2,60
46175,46151,2,60
10326,32744,2,120
30056,32743,2,120
10326,32743,2,120
30056,32744,2,120
33685,30511,2,180
12289,10429,2,360
33685,10429,2,360
12289,30511,2,120
33685,159,2,360
12289,159,2,360
46175,47255,2,60
46088,11213,2,60
42616,43119,2,180
11002,43120,2,180
42616,43120,2,180
11002,43119,2,180
12289,30008,2,180
33685,30008,2,180
12289,166,2,180
33685,166,2,180
30041,2486,2,120
42033,2041,2,60
42033,2042,2,60
42034,2041,2,60
42037,2039,2,60
42037,33004,2,60
42034,2042,2,60
33685,41594,2,180
12289,30510,2,120
33685,30510,2,180
12289,41594,2,60
10324,11738,2,180
46088,11738,2,180
10323,11738,2,180
33685,30202,2,180
33685,30201,2,180
12289,30202,2,180
33545,30199,2,180
12289,30201,2,180
33545,30200,2,180
12289,11522,2,180
33685,11522,2,180
46088,36375,2,60
12289,45799,2,60
33685,45799,2,180
44838,10329,2,60
10331,11215,2,120
44838,11240,2,60
11215,10331,2,120
11240,10329,2,120
12289,46051,2,180
12289,30103,2,180
33685,46051,2,180
33685,30103,2,180
1122,46027,2,180
46088,46025,2,180
1122,46026,2,180
46088,46024,2,180
12289,10508,2,180
33685,10508,2,180
12289,10920,2,360
33685,10920,2,360
33779,32102,2,240
33779,32103,2,180
2541,35094,2,120
2541,46154,2,120
2541,2542,2,120
46664,47635,2,60
47634,47635,2,60
47101,47087,2,60
45469,2465,2,60
46664,47780,2,60
47634,46664,2,60
2541,2543,2,120
47634,47780,2,60
12105,2156,2,120
45469,47087,2,60
2157,2156,2,120
47101,2465,2,60
44598,33685,2,60
44598,12289,2,180
11807,33685,2,180
11807,12289,2,180
44598,11807,2,180
44598,11518,2,60
11807,11518,2,180
33779,33775,2,60
44598,30511,2,180
44598,159,2,180
11807,159,2,360
11807,10429,2,360
33779,33782,2,60
11807,30511,2,180
44598,10429,2,180
33779,33778,2,60
33779,33769,2,60
47634,46121,2,180
47634,46120,2,180
45469,47101,2,60
47101,45469,2,60
124,125,2,120
125,124,2,120
2790,34210,2,60
47237,34210,2,60
47634,46122,2,180
47634,46123,2,180
11807,30008,2,120
2479,2480,2,120
2480,2479,2,120
44598,30008,2,180
47634,46125,2,180
2507,2506,2,120
2506,2507,2,120
47634,46126,2,180
44598,166,2,180
11807,166,2,120
47237,45841,2,60
1180,31904,2,120
2790,45841,2,60
47467,47468,2,60
47164,31905,2,60
47164,31904,2,60
1180,31905,2,120
47237,31908,2,60
47468,47467,2,60
2790,31908,2,120
47634,46132,2,180
33779,33777,2,60
44598,41594,2,180
44598,30510,2,180
11807,30510,2,180
11807,41594,2,180
44598,30201,2,180
11807,30201,2,180
11807,30202,2,180
2507,10855,2,300
2506,10855,2,300
2506,10854,2,300
33779,41737,2,60
33779,33770,2,60
2507,10854,2,300
11807,11522,2,120
44598,11522,2,180
11807,45799,2,180
44598,45799,2,180
33779,33780,2,60
33779,33773,2,60
33779,33767,2,60
33779,33771,2,60
2157,12105,2,120
2541,2545,2,120
12107,30006,2,120
12105,2157,2,120
30006,12107,2,120
47130,30006,2,60
47130,12107,2,60
2790,46076,2,60
222,221,2,120
221,222,2,120
2916,2917,2,120
42994,1809,2,60
990,41859,2,60
2793,31202,2,120
1809,42994,2,60
47237,46076,2,60
47634,46130,2,180
2793,40618,2,60
30006,47130,2,60
12107,47130,2,60
2917,2916,2,120
41859,990,2,60
990,989,2,120
12109,2796,2,120
2807,2806,2,120
47634,46124,2,180
41859,989,2,60
2796,12109,2,120
2806,2807,2,120
11807,46051,2,180
11807,30103,2,180
44598,46051,2,180
33779,30459,2,240
44598,30103,2,180
47634,46036,2,180
47634,46035,2,180
11807,10920,2,360
44598,10920,2,180
11807,10508,2,120
44598,10508,2,180
12109,43634,2,60
2796,43634,2,60
12109,43635,2,60
2796,43635,2,60
901,45864,2,120
902,45864,2,120
901,45863,2,120
902,45863,2,120
1077,47007,2,60
1511,1513,2,120
1511,1508,2,120
1077,47144,2,60
1076,47144,2,60
1076,47007,2,60
2701,10068,2,180
2701,2700,2,180
901,900,2,120
902,900,2,120
902,899,2,120
901,899,2,120
1511,1515,2,120
1511,1506,2,120
46957,11215,2,60
46957,10331,2,60
1882,11215,2,120
1882,10331,2,120
2701,2702,2,180
2637,33525,2,60
2636,33525,2,60
2637,47281,2,60
2636,47281,2,60
1511,1505,2,120
1511,1514,2,120
1511,30180,2,120
1511,1507,2,120
1511,1509,2,120
2701,30198,2,240
2701,30197,2,240
1511,1510,2,120
1511,1512,2,120
1511,1504,2,120
1511,46060,2,180
1511,46061,2,180
2701,30133,2,240
2701,46040,2,180
10696,32110,2,120
10697,32111,2,120
10696,32111,2,120
12314,32143,2,180
10697,32110,2,120
47607,32145,2,180
47607,32144,2,180
3128,32147,2,60
3156,32144,2,120
12314,32142,2,180
3156,32145,2,120
3128,32146,2,60
1162,39408,2,180
47072,39392,2,180
39917,39394,2,180
39914,39392,2,180
39920,39434,2,180
1161,39408,2,180
43917,39413,2,180
39534,39395,2,180
1161,39409,2,180
39919,39434,2,180
39914,39393,2,180
1162,39409,2,180
43917,39434,2,180
39534,39394,2,180
39917,39395,2,180
47072,39393,2,180
39920,39413,2,180
39919,39413,2,180
12314,1248,2,120
2702,10068,2,180
2702,2700,2,180
12314,1253,2,120
47607,1489,2,60
12314,1252,2,120
12314,32404,2,120
12289,33685,2,180
10697,33545,2,60
11518,12289,2,180
11518,33685,2,120
10696,33545,2,60
11518,44598,2,60
11518,11807,2,180
11807,44598,2,180
2702,2701,2,180
12314,32482,2,120
47501,2935,2,60
11305,2935,2,120
11518,30511,2,180
11518,159,2,360
11518,10429,2,360
11518,30008,2,180
11518,166,2,180
11518,41594,2,180
11518,30510,2,180
10697,30200,2,180
10697,30199,2,180
2702,30198,2,240
10696,30200,2,180
11518,30202,2,180
10696,30199,2,180
2702,30197,2,240
11518,30201,2,180
33431,2093,2,60
33432,2093,2,60
33431,2095,2,60
33432,2095,2,60
1069,1068,2,120
3156,30083,2,120
11518,11522,2,180
183,185,2,120
47503,185,2,60
47607,1490,2,60
47503,183,2,60
11518,45799,2,180
43917,39941,2,60
39920,39941,2,60
39919,39941,2,60
2782,2783,2,120
43816,2779,2,60
39919,39942,2,60
2782,2785,2,120
2779,43816,2,60
2783,2785,2,120
43917,39942,2,60
39920,39942,2,60
1493,47775,2,60
1494,11330,2,120
1494,47775,2,60
39919,39920,2,60
46182,46181,2,60
1493,11330,2,120
43917,39919,2,60
2782,37825,2,60
43917,39920,2,60
39920,39919,2,60
2783,37825,2,60
46181,46182,2,60
11518,30103,2,180
11518,46051,2,180
12314,46029,2,180
2702,46040,2,180
2702,30133,2,240
12314,46028,2,180
11518,10920,2,360
11518,10508,2,180
46183,46184,2,60
46184,46183,2,60
39914,47072,2,60
1161,1162,2,120
1820,1821,2,120
1162,1161,2,120
39534,39917,2,60
47072,39914,2,60
39917,39534,2,60
3092,3091,2,120
1493,1494,2,120
3091,3092,2,120
1494,1493,2,120
2551,47502,2,60
1996,39918,2,60
46185,46186,2,60
39918,1996,2,60
46186,46185,2,60
46151,32118,2,180
34350,32120,2,360
46151,32119,2,180
34350,32121,2,240
34350,35659,2,360
10129,35661,2,180
10129,35660,2,180
10130,35661,2,180
34350,45848,2,180
10130,35660,2,180
34350,45884,2,180
34350,45883,2,180
34350,45801,2,180
42235,42214,2,60
42236,42214,2,60
34350,35834,2,60
34350,45802,2,180
34350,32503,2,180
46191,47118,2,60
34350,47118,2,180
34350,46191,2,180
34350,39054,2,60
34350,11534,2,60
1091,47792,2,60
1087,47792,2,60
46151,46175,2,60
34350,46088,2,60
33525,2637,2,60
33525,2636,2,60
47281,2637,2,60
47281,2636,2,60
35054,2991,2,60
12230,11759,2,120
33525,47281,2,60
10129,10130,2,120
47281,33525,2,60
913,912,2,120
10130,10129,2,120
11759,12230,2,120
10140,10139,2,120
563,564,2,180
2647,2646,2,120
1673,1674,2,120
1865,1864,2,120
1864,1865,2,120
810,36694,2,60
563,12280,2,180
12280,564,2,180
10139,10140,2,120
2991,35054,2,60
36695,1437,2,60
2646,2647,2,120
12280,563,2,180
1437,36695,2,60
1674,1673,2,120
2367,11058,2,120
36694,810,2,60
34350,11213,2,180
46151,47255,2,60
1673,1675,2,120
1674,1675,2,120
2367,39014,2,60
11058,39014,2,60
1474,1473,2,60
1473,1474,2,60
2397,2396,2,120
2396,2397,2,120
912,913,2,120
34350,11738,2,360
42235,30159,2,180
2367,644,2,240
42236,30159,2,180
11058,643,2,240
2367,643,2,240
11058,644,2,240
46569,43934,2,60
42236,41995,2,60
1179,1178,2,120
46569,1178,2,60
11058,30225,2,120
42235,41995,2,60
42235,41994,2,60
2367,30225,2,120
42236,41994,2,60
1179,43934,2,60
1179,42954,2,60
1179,46569,2,60
12169,10258,2,180
34350,36375,2,60
42235,42236,2,60
46569,42954,2,60
2367,2364,2,120
11058,2364,2,120
10129,11501,2,120
10130,11501,2,120
10130,11500,2,120
10129,11500,2,120
2059,46202,2,60
34350,46025,2,180
34350,46024,2,180
10245,35360,2,60
11058,11544,2,120
2367,11544,2,120
46569,1179,2,60
42376,42377,2,60
2732,2733,2,120
343,46292,2,60
46292,343,2,60
42235,3378,2,60
42377,42376,2,60
42236,3378,2,60
2733,2732,2,120
10169,91,2,120
11058,2369,2,120
10169,90,2,120
2367,2369,2,120
32482,32143,2,180
32482,32142,2,180
2842,30000,2,180
2842,3305,2,180
34934,1190,2,120
34934,11529,2,180
32482,1248,2,120
34934,1191,2,240
34934,1192,2,240
12045,41736,2,60
30137,12273,2,120
30137,41736,2,60
1010,12273,2,120
1010,41736,2,60
12045,12273,2,120
3034,10607,2,120
3035,3034,2,120
3035,10607,2,120
32482,1253,2,120
32482,32404,2,120
32482,1252,2,120
32482,12314,2,120
34934,1198,2,180
12045,30137,2,120
2526,2519,2,180
1010,12265,2,120
2520,2519,2,120
12268,2531,2,120
1010,12045,2,120
12045,12265,2,120
2519,2520,2,120
2531,12268,2,120
2526,2520,2,180
30137,12045,2,120
1010,30137,2,120
30137,12265,2,120
2531,2537,2,120
12268,2537,2,120
1010,30070,2,120
30137,30070,2,120
12045,30070,2,120
30137,30093,2,120
1010,30093,2,120
12045,30093,2,120
2520,2526,2,180
2519,2526,2,180
1010,41735,2,60
12045,41735,2,60
30137,41735,2,60
764,763,2,120
30137,30136,2,120
1010,30136,2,120
12045,30136,2,120
763,764,2,120
30137,41734,2,60
1010,41734,2,60
12045,41734,2,60
34934,30156,2,120
30137,30210,2,240
3035,30208,2,300
1010,30210,2,240
3035,30207,2,300
12045,30209,2,240
30137,30209,2,240
12045,30210,2,240
1010,30209,2,240
1010,12272,2,120
12045,12272,2,120
30137,12272,2,120
2520,2521,2,120
2526,2521,2,180
2519,2521,2,120
1010,12275,2,120
30137,12275,2,120
12045,12275,2,120
1010,12120,2,120
30137,12120,2,120
12045,12120,2,120
30387,30388,2,120
30390,30389,2,120
47566,2729,2,60
2729,47566,2,60
2074,31582,2,120
770,771,2,120
772,47565,2,60
47782,32942,2,60
30389,30390,2,120
30388,30387,2,120
47565,772,2,60
2074,32942,2,120
771,770,2,120
47782,31582,2,60
30137,34005,2,60
1010,34005,2,60
12045,34005,2,60
1010,12266,2,120
12045,12266,2,120
30137,12266,2,120
34934,46052,2,120
34934,42743,2,120
32482,46028,2,180
32482,46029,2,180
34934,3503,2,240
34934,30173,2,120
47565,30391,2,60
772,30391,2,120
34934,46222,2,120
1764,1763,2,120
47782,2074,2,60
1763,1764,2,120
47781,1761,2,60
2074,47782,2,60
1761,47781,2,60
32299,32169,2,180
37194,32153,2,180
1939,32170,2,60
37194,32152,2,180
32299,32168,2,180
944,32168,2,180
944,32169,2,180
37195,32152,2,180
1939,32171,2,60
37195,32153,2,180
1940,32170,2,60
1940,32171,2,60
46960,35668,2,180
46960,35669,2,180
45764,45260,2,180
45767,45265,2,180
45769,45265,2,180
45766,45261,2,180
45766,45260,2,180
45767,45266,2,180
45769,45266,2,180
45764,45261,2,180
1505,1513,2,120
1505,1508,2,120
46960,46962,2,60
1505,1506,2,120
1505,1515,2,120
46960,46961,2,60
46961,46962,2,60
1505,1511,2,120
11761,11760,2,120
216,215,2,120
526,47413,2,60
11760,11761,2,120
1505,1514,2,120
3498,3497,2,120
1505,30180,2,120
47413,526,2,60
215,216,2,120
3497,3498,2,120
3044,47254,2,60
37195,36514,2,60
37195,106,2,60
37194,106,2,60
37194,36514,2,60
1505,1509,2,120
1505,1507,2,120
10185,11491,2,120
11292,11491,2,120
10185,38299,2,60
11292,38299,2,60
46960,37170,2,60
46960,37216,2,60
268,269,2,120
45767,45774,2,60
10239,42023,2,60
45767,45773,2,60
45769,45774,2,60
45769,45773,2,60
10239,269,2,120
268,42023,2,60
10185,10188,2,120
10185,11231,2,120
12232,12231,2,120
11292,11231,2,120
12231,12232,2,120
11292,10188,2,120
46960,37215,2,60
11292,30186,2,60
10185,30185,2,60
11292,30185,2,60
10185,30186,2,60
323,30397,2,120
325,30397,2,120
325,10942,2,120
323,10942,2,120
2958,2959,2,120
2062,2061,2,120
45764,45766,2,60
45766,47339,2,60
2959,2958,2,120
2061,2062,2,120
45764,47339,2,60
1126,1125,2,120
1125,1126,2,120
46960,39996,2,60
10239,268,2,120
1505,1510,2,120
1505,1512,2,120
42658,47400,2,60
46960,37214,2,60
45766,45764,2,60
45769,45768,2,60
45767,45769,2,60
45767,45768,2,60
1505,1504,2,120
46960,36414,2,60
1505,46061,2,180
46960,36394,2,180
1505,46060,2,180
46960,37274,2,60
46960,37169,2,60
46960,37217,2,60
944,32299,2,120
1940,1939,2,120
32299,944,2,120
30683,250,2,120
45769,45767,2,60
1939,1940,2,120
46960,47685,2,180
1086,32157,2,180
31402,32153,2,240
11810,32126,2,300
32782,32150,2,240
32782,32152,2,240
11014,32157,2,180
31402,32150,2,240
31402,32152,2,240
11014,32156,2,180
31402,32151,2,240
30551,32125,2,60
1086,32156,2,180
32782,32151,2,240
30551,32124,2,60
32782,32153,2,240
11810,32127,2,300
11014,45271,2,180
1086,45271,2,180
11014,45270,2,180
1086,45270,2,180
47213,39381,2,180
39894,39376,2,180
3466,39378,2,180
40016,39380,2,180
40016,39381,2,180
39894,39377,2,180
3466,39379,2,180
40014,39376,2,180
39898,39379,2,180
40014,39377,2,180
39898,39378,2,180
47213,39380,2,180
11810,434,2,180
11810,435,2,180
51,47030,2,60
50,47030,2,60
50,47119,2,60
51,47119,2,60
11014,1091,2,120
1086,1091,2,120
1086,47792,2,60
11014,47792,2,60
32744,30056,2,120
32744,10326,2,120
32743,10326,2,120
32743,30056,2,120
2935,11305,2,120
2935,47501,2,60
11810,46644,2,60
40014,46632,2,60
39894,46632,2,60
30547,32444,2,120
31403,30547,2,120
31403,32444,2,120
11014,1095,2,120
1086,1095,2,120
11014,46422,2,60
1086,46422,2,60
1086,32962,2,120
11014,32962,2,120
40016,47213,2,60
3466,39898,2,60
39898,3466,2,60
47213,40016,2,60
3119,3120,2,120
30551,47545,2,60
11810,43058,2,60
11014,30190,2,240
1086,30190,2,240
1086,30189,2,240
10191,30192,2,60
11014,30189,2,240
10191,30191,2,60
1086,1089,2,120
11014,1089,2,120
39894,39895,2,60
40014,39894,2,60
40014,39895,2,60
30553,3151,2,120
30553,47595,2,60
30552,3151,2,120
30552,47595,2,60
11810,46645,2,60
11810,42740,2,180
11810,46055,2,180
11810,30472,2,300
910,911,2,120
35934,46011,2,60
30407,30406,2,120
39894,40014,2,60
11014,1086,2,120
30406,30407,2,120
46011,35934,2,60
32782,31402,2,120
31402,32782,2,120
3120,3119,2,120
256,32164,2,180
256,32165,2,180
546,32131,2,240
2993,32129,2,180
587,32131,2,60
546,32130,2,240
547,32131,2,240
43022,33222,2,180
587,32130,2,60
43021,32583,2,180
547,32130,2,240
2993,32131,2,240
2992,32128,2,180
43022,32583,2,180
42678,32137,2,180
42678,32136,2,180
586,32130,2,60
43021,32582,2,180
2992,32131,2,240
586,32131,2,60
2993,32130,2,240
42677,32137,2,180
46644,32127,2,180
42677,32136,2,180
43022,32582,2,180
2992,32130,2,240
46644,32126,2,180
2992,32129,2,180
2993,32128,2,180
43021,33222,2,180
11713,32164,2,180
11713,32165,2,180
32302,35666,2,120
32303,35667,2,120
32303,35666,2,120
32302,35667,2,120
2993,42558,2,60
46644,435,2,60
46644,434,2,60
2992,42557,2,480
2993,42557,2,60
2992,42558,2,480
30180,1513,2,120
30180,1508,2,120
1514,1513,2,120
1514,1508,2,120
47008,227,2,60
47008,47326,2,60
2724,2725,2,120
30180,1506,2,120
1294,1293,2,120
1294,11268,2,120
30180,1515,2,120
2724,42538,2,60
1514,1506,2,120
1514,1515,2,120
2725,42538,2,60
1514,1511,2,120
30180,1511,2,120
30180,1505,2,120
1514,1505,2,120
46644,11810,2,60
2993,44018,2,60
2992,44018,2,60
43114,2359,2,120
2358,2359,2,120
33905,12297,2,60
